Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
91,보이스피싱 피해를 방지하기 위해 금융당국이 강조한 핵심 행동 수칙은 무엇인가요?,"출처가 불분명한 메시지나 전화에 응답하지 말고, 금융거래 정보는 절대 타인과 공유하지 말아야 합니다​.",240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!.pdf,금융당국이 강조한 보이스피싱 피해를 방지하기 위한 핵심 행동 수칙은 금융소비자가 스스로 금융사고를 사전에 예방할 수 있도록 지원하는 '여신거래 안심차단 시스템'을 활용하는 것입니다.,(모두발언)_여신거래 안심차단시스템 간담회_금융감독원장_FN(3),0,0.6926102042198181,0.0,0.27798083
92,금융당국이 '찾아가는 금융규제 샌드박스' 간담회에서 강조한 주요 내용은 무엇인가요?,금융당국은 핀테크 기업의 애로사항 청취와 규제특례를 통해 혁신금융서비스의 지원을 강화하는 내용을 강조했습니다.,"240821 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통.pdf",금융당국은 '찾아가는 금융규제 샌드박스' 간담회에서 핀테크 기업들의 규제 관련 애로사항을 청취하고 답변을 제공하며 소통을 강조했습니다.,240724 24년 제7회 「찾아가는 금융규제 샌드박스」 간담회 개최,0,0.8328930735588074,0.22222222222222224,0.7293798
93,간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 무엇인가요?,금융회사와 선불업자 간 정보 공유를 통해 신속한 지급정지와 보이스피싱 탐지 기능을 강화하는 내용을 포함합니다.,240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.pdf,"간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 금융회사와 선불업자 간의 정보 공유 의무화, 고객의 계좌 개설 시 금융거래 목적 확인 의무화, 그리고 금융회사의 피해 의심 거래 탐지 시스템 구축 및 운영이다.",240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다,1,0.7748054265975952,0.21276595744680848,0.6417179
94,개인 채권 투자 시 유의해야 할 점은 무엇인가요?,채권의 만기와 시장금리 변동에 따라 원금 손실이 발생할 수 있음을 유의해야 합니다​.,240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.pdf,"개인 채권 투자 시 유의해야 할 점은 원금 손실 가능성, 시장금리에 따른 채권가격 변동, 환율변동 리스크, 그리고 발행인의 신용위험 등을 충분히 고려해야 한다는 것입니다.",240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내,1,0.7892397046089172,0.1111111111111111,0.8534155
95,자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 무엇인가요?,"유사투자자문업자는 단방향 채널을 통한 조언만 허용되고, 개별 상담은 금지됩니다​.",240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.pdf,"자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 불특정 다수에게 개별성 없는 조언만을 제공해야 하며, 원금손실 가능성을 안내하고 소비자의 손실을 보전하거나 이익을 보장하는 행위가 금지되는 것입니다.",240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내,0,0.7395579814910889,0.0,0.5687078
96,합동세미나의 주요 논의 내용은 무엇인가요?,의료분야 보험사기 대응 강화와 관련 법 개정 방향 등이 논의되었습니다.,240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최.pdf,합동세미나의 주요 논의 내용은 정보공유 강화와 공동조사 대상 확대 등 유관 기관 간 협력 강화 방안이었습니다.,240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획,0,0.7719184756278992,0.07692307692307693,0.41514826
97,금융분야 망분리 개선 로드맵에서 제시된 주요 방향은 무엇인가요?,클라우드 서비스(SaaS) 이용 확대와 생성형 AI 활용 허용 등을 통해 보안 규제를 개선하고 혁신을 지원합니다.,240813 금융분야 망분리 규제 개선 로드맵 보도자료.pdf,금융분야 망분리 개선 로드맵의 주요 방향은 금융회사의 업무 효율성을 높이고 신기술 활용을 촉진하기 위한 규제 개선과 보안체계의 선진화이다.,[별첨] 금융분야 망분리 규제 개선 로드맵,0,0.7071167230606079,0.0,0.49157152
98,대리운전자보험 개선의 주요 내용은 무엇인가요?,사고건수별 할인·할증제를 도입하여 다사고 운전자도 합리적으로 보험에 가입할 수 있게 했습니다​.,240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다.pdf,"대리운전자보험 개선의 주요 내용은 사고건수에 따라 보험료를 차등 부과하는 할인·할증제도 도입, 대리기사 과실로 인한 렌트비용 보장, 그리고 대물 및 자차 보상한도의 확대입니다.",240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다,1,0.7436679601669312,0.0,0.77051955
99,정산지연 피해를 입은 기업에 대한 지원 내용은 무엇인가요?,"만기연장, 상환유예, 긴급경영안정자금 지원 등 유동성 공급 방안이 포함됩니다​.",240806 (보도자료) 조간_위메프-티몬 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 내용으로는 기존 대출 만기 연장(최대 1년), 정책금융기관 보증부 대출을 통한 긴급 자금 지원, 그리고 소진공 및 중진공을 통한 저금리 정책자금 지원이 포함됩니다.",(금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안,0,0.7481787204742432,0.05555555555555555,0.6453341
100,부동산PF 연착륙 대책의 주요 목표는 무엇인가요?,부동산PF 사업장의 재구조화 및 신디케이트론을 통한 자금 지원으로 연착륙을 유도하는 것입니다​.,240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최.pdf,"부동산PF 연착륙 대책의 주요 목표는 정상 사업장에 필요한 자금을 공급하고, 사업성이 부족한 사업장은 스스로 재구조화할 수 있는 여건을 조성하는 것입니다.",240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최,1,0.7746670246124268,0.06451612903225806,0.8323003
