Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
60,은행권 스트레스완충자본 제도의 주요 도입 배경은 무엇인가요?,위기 상황 분석 결과를 바탕으로 은행의 추가 자본 적립 의무를 부과하여 예상치 못한 위기에도 은행의 안정성을 강화하기 위해 도입되었습니다.,240911(보도참고) 은행권 스트레스완충자본 도입 추진.pdf,은행권 스트레스완충자본 제도의 주요 도입 배경은 위기상황분석 결과를 바탕으로 사전에 충분한 추가자본을 적립하도록 요구하기 위해서입니다.,"240911(보도참고) 은행권 스트레스완충자본 도입 추진, 240911(보도참고) 은행권 스트레스완충자본 도입 추진, 240911(보도참고) 은행권 스트레스완충자본 도입 추진, 240911(보도참고) 은행권 스트레스완충자본 도입 추진, 240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최",1,0.7902767658233643,0.1212121212121212,0.8363954
61,불법사금융 척결 방안에서 미등록 대부업자의 명칭은 무엇으로 변경되었나요?,"미등록 대부업자의 명칭은 ""불법사금융업자""로 변경되었습니다.","240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진.pdf",미등록 대부업자의 명칭은 '불법사금융업자'로 변경되었습니다.,"240911[별첨] 불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안, 240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진, 240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상, 240911[별첨] 불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안, 240722 세금걱정 없다는 미등록PG 절세단말기... 알고 보니 탈세단말기",1,0.9950518012046814,0.8000000000000002,0.9982866
62,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자가 준수해야 할 의무는 무엇인가요?,계약자는 부활청약 시 계약 전 알릴 의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항.pdf,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자는 부활청약 시 계약전 알릴의무를 다시 이행해야 합니다.,"240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항, 240717 (보도자료) 조간_GA 영업질서 확립을 위한 주요 위법행위 및 제재사례 안내, 240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항, 240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항, 240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내",1,0.887589693069458,0.48,0.8891445
63,금융감독원이 추석 명절을 전후하여 민생침해 금융범죄 예방을 위해 협력한 주요 기관은 어디인가요?,고용노동부와 소상공인시장진흥공단과 협력하여 맞춤형 교육과 홍보를 실시했습니다​.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.pdf,금융감독원이 추석 명절을 전후하여 협력한 주요 기관은 고용노동부 및 소상공인시장진흥공단입니다.,"240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보, 240909 (보도자료) 조간_정부, 추석명절 보이스피싱 등 사이버사기 대응 요령 안내, 240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보, 240911 금융감독원, 금융권과 함께하는 추석맞이 전통시장 나눔 활동 실시, 240816 택배상자를 활용한 보이스피싱 등 민생금융범죄 피해예방 홍보 실시",1,0.7931168079376221,0.0,0.5125607
64,금융회사 인도 진출설명회는 어떤 주요 내용을 다루었나요?,"인도의 금융시장 현황, 인허가 절차, 투자환경 전망 등을 다루었습니다.","240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최.pdf","금융회사 인도 진출설명회는 인도의 금융 인허가 제도 및 투자환경 전망을 소개하고, 국내 금융회사와 질의응답 시간을 가지며 인도 금융시장 및 감독제도에 대한 이해를 높이는 내용을 다루었습니다.","240909 (붙임) 이복현 금융감독원장 개회사, 240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최, 240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최, 240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최, 240909 (붙임) 이복현 금융감독원장 개회사",1,0.8043524622917175,0.3125,0.8584455
65,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 무엇인가요?,PG사의 미정산자금 전액에 대해 별도관리 의무가 부과되었습니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표.pdf,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 미정산자금 전액에 대한 별도관리 의무와 경영지도기준 준수 의무입니다.,"240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표, 240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표, 240729 (보도참고) 위메프 티몬 사태 관련 PG사의 결제 취소 현황, 240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표, 240729 (보도참고) 위메프 티몬 사태 관련 PG사의 결제 취소 현황",1,0.825179934501648,0.25,0.7709888
66,정산지연 피해를 입은 기업에 대한 지원 프로그램의 주요 내용은 무엇인가요?,피해 기업에 대해 최대 1년간 대출 만기 연장 및 상환 유예가 제공됩니다​.,240909 (보도자료) 인터파크쇼핑 AK몰 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 프로그램은 기존 대출 만기 연장, 정책금융기관 보증부 대출, 소상공인시장진흥공단의 직접대출, 그리고 긴급경영안정자금 프로그램을 포함하여 최대 3억원에서 10억원까지 지원하는 내용입니다.","240801 (붙임1) 티메프 피해기업 지원방안, (금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안, 240909 (보도자료) 인터파크쇼핑 AK몰 정산지연 피해판매자 지원방안 시행, (금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안, 위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련",1,0.7492674589157104,0.21621621621621623,0.7192276
67,온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 어디에서 접수할 수 있나요?,"금융감독원 홈페이지의 ""불법사금융‧개인정보 불법 유통 신고센터""에서 접수할 수 있습니다​.",240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고.pdf,온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 금융감독원 홈페이지의 불법금융신고센터를 통해 접수할 수 있습니다.,"240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고, 240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고, 240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고, 240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시, 240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고",1,0.8446483016014099,0.34782608695652173,0.86991197
68,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 무엇인가요?",채무자는 상환곤란 시 금융회사에 채무조정을 요청할 수 있는 권리를 가집니다.,240905 대부업자의 부당 추심행위를 방지하고 대부이용자 권익을 제고하겠습니다..pdf,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 금융회사와 채무자 간의 직접 협의를 통해 채무 문제를 해결하는 것입니다.","240816 「개인채무자보호법」상 5개 내부기준 모범사례 마련 제공, 241007 [별첨] 「개인채무자보호법」시행 점검회의 모두발언, 240816 「개인채무자보호법」상 5개 내부기준 모범사례 마련 제공, 241007 [별첨] 「개인채무자보호법」시행 점검회의 모두발언, 241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최",0,0.734955370426178,0.0,0.5911626
69,이번에 지정된 혁신금융서비스 중 하나는 어떤 기능을 제공하나요?,선불충전금을 은행 계좌에 보관하며 이자를 지급받고 결제 시 자동 충전되는 서비스를 제공합니다​.,240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결.pdf,"이번에 지정된 혁신금융서비스 중 하나는 '중앙은행 디지털 화폐(CBDC) 시스템 내 예금 토큰 기반 지급‧이체 서비스'로, 국민편익 제고에 기여할 것으로 기대됩니다.","240927 SaaS 이용을 허용하는 혁신금융서비스 14건 지정 (1), 240912 (보도자료) 24.3분기 혁신금융서비스 지정 정기신청 개시, 241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정, 240724 24년 제7회 「찾아가는 금융규제 샌드박스」 간담회 개최, 240927 SaaS 이용을 허용하는 혁신금융서비스 14건 지정 (1)",0,0.6864009499549866,0.0,0.58717394
70,불법사채 솔루션업체의 주요 사기 수법은 무엇인가요?,"인터넷 광고로 피해자를 유인한 후 수수료를 요구하고, 사채업자와의 조율 실패를 이유로 잠적하거나 추가 수수료를 독촉하는 방식으로 피해를 유발합니다​.",240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.pdf,"불법사채 솔루션업체의 주요 사기 수법은 피해자에게 수수료를 요구한 후, 사채업자와의 조율 실패를 이유로 잠적하는 것입니다.","240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!, 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!, 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!, 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!, 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!",1,0.8243803977966309,0.3125,0.6339286
71,2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 무엇인가요?,"선불충전금 전액에 대해 별도 관리를 의무화하고, 모바일상품권도 보호 대상에 포함되었습니다​.","240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상.pdf","2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 선불충전금의 100% 보호, 모바일상품권 포함, 선불충전금의 별도 관리 의무화, 과도한 할인 발행 제한 및 신탁이나 지급보증보험 방식으로의 관리입니다.","240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상, 240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결, 241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선, 240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상, 240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진",1,0.7710309028625488,0.16216216216216217,0.796868
72,은행권 여신 프로세스 개선 TF의 주요 개선 과제는 무엇인가요?,"여신 중요 서류의 진위 확인 절차 강화, 담보가치 산정 및 검증 절차 개선, 자금 용도외유용 사후 점검 기준 보완입니다​.",240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최.pdf,"은행권 여신 프로세스 개선 TF의 주요 개선 과제는 여신 중요서류 진위확인 절차 강화, 담보가치 산정 및 검증절차 개선, 그리고 임대차계약 관련 사항입니다.","240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최, 240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최, 240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최, 240724 은행권 내부통제 운영실태 점검결과, 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안)",1,0.8398237228393555,0.36842105263157887,0.62756014
73,은행채무 자동이체 상환 관행 개선의 주요 내용은 무엇인가요?,"우선변제채무지정권 안내를 강화하고, 채무자의 변제 이익을 고려한 자동이체 출금 우선순위를 마련하였습니다.",240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비.pdf,"은행채무 자동이체 상환 관행 개선의 주요 내용은 채무자의 변제이익을 고려하여 자동이체 출금 우선순위를 정비하고, 우선변제채무지정권을 안내하여 복수채무의 일부 변제 시 유리한 선택을 할 수 있도록 하는 것입니다.","240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비, 240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비, 240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비, 240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비, 240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비",1,0.8298119306564331,0.27027027027027023,0.8250008
74,2024년 전국민 금융이해력 조사의 주요 목적은 무엇인가요?,금융 이해력 수준을 측정해 교육 방향을 수립하고 OECD 국가와 비교 자료로 활용하기 위함입니다​.,240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!.pdf,"2024년 전국민 금융이해력 조사의 주요 목적은 한국 성인의 금융이해력 수준을 측정하고, 이를 바탕으로 금융·경제교육 방향을 수립하며 OECD 국가 간 비교를 위한 기초자료로 활용하는 것입니다.","240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!, 240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!, 240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!, 240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!, 240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!",1,0.8174011707305908,0.16666666666666669,0.77391577
75,금감원과 수도방위사령부 간 업무협약의 주요 내용은 무엇인가요?,"장병과 군인가족 대상 맞춤형 금융교육을 제공하고, 인사·재정병과 간부의 금융교육 강사 연수를 확대합니다​.",240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다.pdf,금감원과 수도방위사령부 간 업무협약의 주요 내용은 군장병 및 군인가족의 금융이해력 제고와 건전한 금융습관 형성을 지원하기 위한 금융교육 활성화이다.,"240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F, 241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결, 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다",1,0.7671102285385132,0.06666666666666667,0.79674923
76,비청산 장외파생거래 증거금 교환제도의 주요 목적은 무엇인가요?,거래당사자 간 증거금 교환을 통해 장외파생거래의 시스템 리스크를 체계적으로 관리하기 위함입니다​.,240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안).pdf,비청산 장외파생거래 증거금 교환제도의 주요 목적은 장외파생거래에 따른 시스템 리스크를 체계적으로 관리하기 위해 거래당사자 간 증거금을 사전에 교환하도록 하는 것입니다.,"240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안)",1,0.8621626496315002,0.45161290322580644,0.9005774
77,교통사고처리지원금 특약의 보상 대상은 어떤 경우에 해당하나요?,교통사고로 피해자에게 형사합의금을 지급하여 발생한 경제적 손실을 보상합니다​.,240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련).pdf,"교통사고처리지원금 특약의 보상 대상은 피해자를 사망하게 하거나 중상해를 입힌 경우, 또는 중대법규위반 교통사고로 피해자가 42일 이상 치료를 요하는 경우에 해당합니다.","240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련)",1,0.7441195845603943,0.07142857142857144,0.8317368
78,감사인 지정제도 설명회의 주요 내용은 무엇인가요?,"주기적 지정제도의 요건, 자료 제출 방법, 지정기초자료 작성 요령을 안내하였습니다.",240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시.pdf,"감사인 지정제도 설명회의 주요 내용은 감사인 지정 사유, 지정 기간 및 방법, 재지정 신청, 산업 전문성 제도 등에 대한 안내와 함께, 건설·금융업 등 11개 업종의 전문 감사 인력 지정에 대한 상세 설명이 포함됩니다.","241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지, 240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시, 240904 (보도자료) 배포시_2024년도 제59회 공인회계사시험 최종합격자 발표, 240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시, 240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시",1,0.7114717960357666,0.05,0.6432377
79,자동차 보험사기 피해자 구제 강화의 주요 내용은 무엇인가요?,"고지기한 단축, 고지 방법 표준화, 부당 할증보험료 환급 절차 표준화를 시행하였습니다​.",240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화.pdf,"자동차 보험사기 피해자 구제 강화의 주요 내용은 보험사기로 인한 피해사실 고지의무 법정화, 고지기한 단축, 고지방법 및 환급절차의 표준화 등을 포함하여 피해자에게 보험료 할증 등의 피해사실과 후속 처리절차를 고지하도록 규정화한 것이다.","240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화, 240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화, 240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최, (별첨2)보험업 대국민 신뢰도 제고방안, 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련)",1,0.7664241790771484,0.0975609756097561,0.5115342
80,보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 무엇인가요?,보험사기 알선·광고 행위에 대해 경찰과 협력해 적극 수사 의뢰 및 광고 심의를 요청합니다​.,240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최.pdf,"보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 보험사기 알선 및 유인죄 처벌 근거 신설, 금융당국의 자료요청권 신설, 그리고 보험사기 조사 및 수사협의회 운영 등입니다.","241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최, 241002 [별첨2] 보험사 내부통제 강화방안, 240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최",1,0.7426139712333679,0.11764705882352941,0.5378385
81,금융감독원이 이화여자대학교와 공동으로 개최한 국제 컨퍼런스의 주제는 무엇인가요?,"""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최.pdf","금융감독원과 이화여자대학교가 공동으로 개최한 국제 컨퍼런스의 주제는 ""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최, 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최, 240812 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 청년 채용설명회 개최 예정, 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최, 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최",1,0.7909684777259827,0.631578947368421,0.8827841
82,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 무엇인가요?,의사결정 과정 및 분할 신설부문의 수익가치 산정 근거의 보완이 미흡했기 때문입니다​.,240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명.pdf,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 중요사항의 기재가 불분명하여 투자자의 합리적인 투자 판단을 저해하거나 중대한 오해를 일으킬 수 있기 때문입니다.,"240825 (보도참고) OO은행 부적정 대출 관련 설명, 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!, 240825 (보도참고) OO은행 부적정 대출 관련 설명, 240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명",1,0.7252413034439087,0.0,0.38405442
83,금융감독원이 금융소비자를 위해 개편한 홈페이지의 주요 개선점 중 하나는 무엇인가요?,오픈 API 서비스 통합과 유형별 분류를 통해 금융정보 접근성을 개선한 점입니다​.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥.pdf",금융감독원이 개편한 홈페이지의 주요 개선점 중 하나는 금융정보 접근성을 대폭 개선하여 소비자가 필요한 정보를 쉽고 빠르게 찾을 수 있도록 한 것입니다.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결, 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선",1,0.7733005881309509,0.125,0.67828166
84,비대면 환전 서비스 이용 시 주의해야 할 점은 무엇인가요?,외화를 수령하려면 신청인 본인이 지정된 환전소에서 본인의 신분증을 지참해야 합니다​.,240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.pdf,"비대면 환전 서비스를 이용할 때는 신청인 본인이 외화 수령을 위해 지정한 영업점에서 신분증을 지참하고 방문해야 하며, 출국심사 후 면세구역 환전소에서는 수령이 불가하다는 점에 유의해야 합니다.","240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다",1,0.82436203956604,0.17142857142857143,0.7142615
85,2024년 6월 말 기준 보험회사의 대출채권 연체율은 얼마였나요?,0.55%입니다.,240826 (보도자료) 24.6월말 보험회사 대출채권 현황.pdf,2024년 6월 말 기준 보험회사의 대출채권 연체율은 0.55%입니다.,"240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황",1,0.7120514512062073,0.2222222222222222,0.53468
86,특별이익 제공 금지와 관련된 법적 처벌은 무엇인가요?,3년 이하의 징역 또는 3천만 원 이하의 벌금입니다.,240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례.pdf,"특별이익 제공 금지 위반 시, 보험업법 제98조에 따라 해당 업무의 정지나 등록 취소 등의 법적 처벌이 있을 수 있습니다.","240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례",1,0.6560633182525635,0.0,0.39067495
87,리테일풀 수수료 체계 개편의 주요 목적은 무엇인가요?,리테일풀에 대한 명확한 수수료 배분 기준 마련과 수수료 지급 기준의 충실한 안내입니다​.,240823 (보도자료) 조간_리테일풀 수수료 체계 개편.pdf,리테일풀 수수료 체계 개편의 주요 목적은 품질보장과 독립성 유지를 위한 내부통제 강화를 통해 감사업무의 품질을 보장하는 것입니다.,"240725[별첨1] 2023년 품질관리 감리 결과 개선권고사항, 240725[별첨1] 2023년 품질관리 감리 결과 개선권고사항, 240723 (보도자료) 조간_2023년 감사인감리 결과 국내외 비교 및 시사점, 240725[별첨1] 2023년 품질관리 감리 결과 개선권고사항, 240725[별첨1] 2023년 품질관리 감리 결과 개선권고사항",0,0.7462146878242493,0.07142857142857142,0.487882
88,제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 누구인가요?,"초·중·고등학교 및 청소년, 어르신 등 다양한 계층입니다.",240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.pdf,"제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 전국의 초‧중‧고등학교 및 청소년 수련시설, 그리고 어르신들입니다.","240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범",1,0.7566235661506653,0.09090909090909091,0.5890799
89,가상자산 이상거래 상시감시 업무의 주요 내용은 무엇인가요?,"이상거래를 감지, 적출하여 심리 및 적절한 조치를 집행하는 것입니다​.",240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.pdf,"가상자산 이상거래 상시감시 업무는 비정상적인 가격이나 거래량 변동을 감시하고, 불공정 거래 의심 시 금융당국에 통보하는 등의 조치를 포함합니다.","240926 (보도자료) 1000_이복현 금융감독원장, 가상자산사업자 CEO 간담회 개최, 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시, 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240926 (붙임) 공매도 통합 가이드라인, 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시",1,0.7358560562133789,0.07407407407407407,0.64887947
90,가상자산사업자 사칭 사기에서 피해를 예방하려면 어떻게 해야 하나요?,"가상자산사업자의 공식 홈페이지에서 출금 절차를 확인하고, 검증되지 않은 사이트는 이용하지 말아야 합니다.",240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.pdf,"가상자산사업자 사칭 사기를 예방하려면, 검증되지 않은 업체나 개인 계좌로의 입금을 피하고, 의심스러운 사이트는 클릭하지 않으며, 가상자산사업자의 공식 홈페이지를 통해 출금 절차를 확인해야 합니다.","240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!, 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!, 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!, 240904 (보도자료) 조간_2024년 하반기 가상자산사업자 검사업무 운영계획",1,0.8553566336631775,0.4571428571428571,0.90303826
